WO,District,LeadTech,Service,Rush,ReqDate,WorkDate,Techs,WtyLbr,WtyParts,LbrHrs,PartsCost,Payment,Wait,LbrRate,LbrCost,LbrFee,PartsFee,TotalCost,TotalFee,ReqDay,WorkDay
A00506,Central,Cartier,Deliver,,44266,44394,1,,,0.25,120,Account,128,80,20,20,120,140,140,Thu,Sat
A00507,North,Ling,Assess,,44270,44282,2,,,1,203,Account,12,140,140,140,203,343,343,Mon,Sat
A00508,East,Ling,Assess,,44270,44278,2,Yes,Yes,0.75,222.33,Warranty,8,140,105,0,0,327.33,0,Mon,Tue
A00509,Northwest,Cartier,Install,,44270,44279,2,,,4.75,56.4,Account,9,140,665,665,56.4,721.4,721.4,Mon,Wed
A00510,North,Ling,Install,,44270,44284,2,,Yes,1,60,C.O.D.,14,140,140,140,0,200,140,Mon,Mon
A00511,North,Ling,Assess,,44270,44286,1,,,0.75,21.33,Account,16,80,60,60,21.33,81.33,81.33,Mon,Wed
A00512,North,Ling,Deliver,,44270,44285,1,,,0.25,204.284,Account,15,80,20,20,204.284,224.284,224.284,Mon,Tue
A00513,Central,Burton,Repair,,44270,44293,1,,Yes,1.5,95.0429,C.O.D.,23,80,120,120,0,215.0429,120,Mon,Wed
A00514,Northwest,Cartier,Deliver,Yes,44270,44305,1,,,0.25,23.401,Account,35,80,20,20,23.401,43.401,43.401,Mon,Mon
A00515,Central,Ling,Repair,,44270,44324,2,Yes,Yes,2.25,934.4539,Warranty,54,140,315,0,0,1249.4539,0,Mon,Sat
A00516,West,Khan,Replace,,44271,44272,1,,,0.5,18,P.O.,1,80,40,40,18,58,58,Tue,Wed
A00517,Southeast,Cartier,Assess,Yes,44271,44280,1,,,0.25,134.8469,C.O.D.,9,80,20,20,134.8469,154.8469,154.8469,Tue,Thu
A00518,Northwest,Cartier,Assess,Yes,44271,44278,1,,,0.5,61.259,Account,7,80,40,40,61.259,101.259,101.259,Tue,Tue
A00519,Central,Burton,Replace,,44271,44288,2,,,4.5,658.6751,Account,17,140,630,630,658.6751,1288.6751,1288.6751,Tue,Fri
A00520,Central,Burton,Repair,,44271,44289,2,,,8,1468.5196,Account,18,140,1120,1120,1468.5196,2588.5196,2588.5196,Tue,Sat
A00521,South,Lopez,Replace,,44271,44286,1,,,0.75,82.5865,Account,15,80,60,60,82.5865,142.5865,142.5865,Tue,Wed
A00522,Northeast,Ling,Install,,44271,44302,2,,Yes,2.75,340.5452,C.O.D.,31,140,385,385,0,725.5452,385,Tue,Fri
A00523,Southeast,Khan,Assess,,44271,44322,1,,,0.25,72.061,C.O.D.,51,80,20,20,72.061,92.061,92.061,Tue,Thu
A00524,Northeast,Burton,Assess,,44272,44296,1,,,0.5,48.9907,Account,24,80,40,40,48.9907,88.9907,88.9907,Wed,Sat
A00525,North,Ling,Deliver,,44272,44296,1,,,0.25,15.401,Account,24,80,20,20,15.401,35.401,35.401,Wed,Sat
A00526,East,Khan,Replace,,44274,44322,1,,,0.75,204.1008,C.O.D.,48,80,60,60,204.1008,264.1008,264.1008,Fri,Thu
A00527,North,Ling,Assess,,44275,44296,1,,,0.25,12.63,Account,21,80,20,20,12.63,32.63,32.63,Sat,Sat
A00528,Northeast,Ling,Assess,,44275,44299,1,,,0.25,15.24,P.O.,24,80,20,20,15.24,35.24,35.24,Sat,Tue
A00529,West,Khan,Assess,,44277,44286,1,Yes,Yes,0.5,50,Warranty,9,80,40,0,0,90,0,Mon,Wed
A00530,South,Burton,Repair,,44277,44306,1,,Yes,1.5,272.5533,C.O.D.,29,80,120,120,0,392.5533,120,Mon,Tue
A00531,Northwest,Cartier,Replace,,44277,44306,2,,,6.25,27,C.O.D.,29,140,875,875,27,902,902,Mon,Tue
A00532,Southeast,Khan,Assess,,44277,44308,1,Yes,Yes,0.25,65.4288,Warranty,31,80,20,0,0,85.4288,0,Mon,Thu
A00533,North,Ling,Assess,,44277,44322,2,,,0.5,85.32,Account,45,140,70,70,85.32,155.32,155.32,Mon,Thu
A00534,South,Burton,Install,,44277,44326,2,,Yes,1.5,572.1671,C.O.D.,49,140,210,210,0,782.1671,210,Mon,Mon
A00535,South,Burton,Repair,,44277,44326,2,,Yes,4.5,937.9767,C.O.D.,49,140,630,630,0,1567.9767,630,Mon,Mon
A00536,Central,Burton,Replace,,44278,44278,1,Yes,Yes,0.5,165,Warranty,0,80,40,0,0,205,0,Tue,Tue
A00537,North,Ling,Assess,,44278,44289,2,Yes,Yes,0.25,55.2955,Warranty,11,140,35,0,0,90.2955,0,Tue,Sat
A00538,Southeast,Cartier,Replace,,44278,44296,1,,Yes,2.75,534.566,C.O.D.,18,80,220,220,0,754.566,220,Tue,Sat
A00539,Central,Burton,Assess,,44278,44294,1,,Yes,1,448.26,C.O.D.,16,80,80,80,0,528.26,80,Tue,Thu
A00540,Southwest,Burton,Assess,,44278,44300,2,,,1,123.208,C.O.D.,22,140,140,140,123.208,263.208,263.208,Tue,Wed
A00541,Central,Khan,Deliver,,44278,44298,1,,,0.25,77.29,C.O.D.,20,80,20,20,77.29,97.29,97.29,Tue,Mon
A00542,North,Ling,Install,,44278,44298,2,Yes,Yes,1,360,Warranty,20,140,140,0,0,500,0,Tue,Mon
A00543,Northwest,Burton,Repair,,44278,44329,2,,,3.5,653.0008,C.O.D.,51,140,490,490,653.0008,1143.0008,1143.0008,Tue,Thu
A00544,South,Lopez,Install,,44279,44292,1,,,1.5,118.3,Account,13,80,120,120,118.3,238.3,238.3,Wed,Tue
A00545,Southwest,Ling,Repair,,44279,44358,2,,Yes,2.5,1480.3623,C.O.D.,79,140,350,350,0,1830.3623,350,Wed,Fri
A00546,East,Ling,Repair,,44280,44327,2,,,2.5,837.1567,C.O.D.,47,140,350,350,837.1567,1187.1567,1187.1567,Thu,Tue
A00547,North,Ling,Repair,,44282,44377,2,,,1.75,242.6396,C.O.D.,95,140,245,245,242.6396,487.6396,487.6396,Sat,Wed
A00548,Southeast,Cartier,Repair,,44284,44293,1,,Yes,2,262.028,C.O.D.,9,80,160,160,0,422.028,160,Mon,Wed
A00549,Southeast,Khan,Install,,44284,44375,1,,,1.75,473.6033,C.O.D.,91,80,140,140,473.6033,613.6033,613.6033,Mon,Mon
A00550,Central,Khan,Repair,,44285,44328,1,,,2.75,708.0227,C.O.D.,43,80,220,220,708.0227,928.0227,928.0227,Tue,Wed
A00551,Central,Burton,Replace,,44286,44292,1,,,0.5,13.3214,C.O.D.,6,80,40,40,13.3214,53.3214,53.3214,Wed,Tue
A00552,Southwest,Burton,Replace,Yes,44286,44307,1,,,0.75,51.29,C.O.D.,21,80,60,60,51.29,111.29,111.29,Wed,Wed
A00553,North,Ling,Deliver,,44287,44302,1,,,0.25,89.5,Account,15,80,20,20,89.5,109.5,109.5,Thu,Fri
A00554,Northwest,Burton,Assess,,44287,44298,1,,,0.25,74.5324,P.O.,11,80,20,20,74.5324,94.5324,94.5324,Thu,Mon
A00555,North,Ling,Repair,,44287,44298,2,,,1.5,64,Account,11,140,210,210,64,274,274,Thu,Mon
A00556,Northwest,Khan,Assess,Yes,44287,44300,1,,,0.25,23.401,Account,13,80,20,20,23.401,43.401,43.401,Thu,Wed
A00557,East,Ling,Assess,,44287,44312,2,,,0.25,17.13,Account,25,140,35,35,17.13,52.13,52.13,Thu,Mon
A00558,West,Lopez,Assess,,44287,44315,1,,,0.5,149.5,P.O.,28,80,40,40,149.5,189.5,189.5,Thu,Thu
A00559,Northwest,Burton,Assess,,44288,44312,1,,,0.5,163.197,P.O.,24,80,40,40,163.197,203.197,203.197,Fri,Mon
A00560,North,Ling,Assess,,44289,44301,2,,,0.25,14.76,Account,12,140,35,35,14.76,49.76,49.76,Sat,Thu
A00561,Southeast,Cartier,Assess,,44289,44313,1,,,0.75,21.33,Account,24,80,60,60,21.33,81.33,81.33,Sat,Tue
A00562,Northwest,Burton,Assess,,44289,44327,2,,Yes,1,304.5073,C.O.D.,38,140,140,140,0,444.5073,140,Sat,Tue
A00563,Northeast,Khan,Assess,Yes,44289,44327,1,,,0.5,36.3384,Account,38,80,40,40,36.3384,76.3384,76.3384,Sat,Tue
A00564,East,Ling,Assess,,44291,44300,2,,,0.5,21.33,Account,9,140,70,70,21.33,91.33,91.33,Mon,Wed
A00565,North,Ling,Replace,,44291,44309,2,,,0.5,392.0248,C.O.D.,18,140,70,70,392.0248,462.0248,462.0248,Mon,Fri
A00566,North,Ling,Assess,,44291,44315,1,,,0.25,151.7879,Account,24,80,20,20,151.7879,171.7879,171.7879,Mon,Thu
A00567,Northwest,Cartier,Assess,,44291,44328,1,,,0.25,30.1082,Account,37,80,20,20,30.1082,50.1082,50.1082,Mon,Wed
A00568,East,Ling,Replace,,44291,44333,2,,,0.75,13.36,C.O.D.,42,140,105,105,13.36,118.36,118.36,Mon,Mon
A00569,Central,Cartier,Repair,,44291,44362,1,,,4.25,21.33,Account,71,80,340,340,21.33,361.33,361.33,Mon,Tue
A00570,East,Ling,Assess,Yes,44292,44323,1,,,0.75,21.33,C.O.D.,31,80,60,60,21.33,81.33,81.33,Tue,Fri
A00571,East,Ling,Deliver,Yes,44292,44326,1,,,0.25,21.6,Account,34,80,20,20,21.6,41.6,41.6,Tue,Mon
A00572,Southeast,Burton,Deliver,Yes,44292,44336,1,,,0.25,108.9568,C.O.D.,44,80,20,20,108.9568,128.9568,128.9568,Tue,Thu
A00573,West,Khan,Deliver,,44292,44341,1,,,0.25,42.66,P.O.,49,80,20,20,42.66,62.66,62.66,Tue,Tue
A00574,Southwest,Khan,Assess,,44292,44343,1,,,1.75,342.6,C.O.D.,51,80,140,140,342.6,482.6,482.6,Tue,Thu
A00575,Northeast,Khan,Replace,,44292,44376,2,,,0.75,40,P.O.,84,140,105,105,40,145,145,Tue,Tue
A00576,North,Ling,Deliver,Yes,44293,44300,1,,,0.25,259.2,C.O.D.,7,80,20,20,259.2,279.2,279.2,Wed,Wed
A00577,North,Ling,Assess,,44293,44314,2,,,0.25,26.5826,Account,21,140,35,35,26.5826,61.5826,61.5826,Wed,Wed
A00578,South,Cartier,Assess,,44293,44315,1,,,0.25,52.0198,Account,22,80,20,20,52.0198,72.0198,72.0198,Wed,Thu
A00579,North,Ling,Replace,,44293,44315,2,Yes,Yes,0.5,181.1571,Warranty,22,140,70,0,0,251.1571,0,Wed,Thu
A00580,Central,Khan,Repair,,44293,44327,2,,,2,2050.6,Account,34,140,280,280,2050.6,2330.6,2330.6,Wed,Tue
A00581,Northeast,Ling,Assess,,44293,,2,,Yes,,1587.2548,C.O.D.,,140,0,0,0,1587.2548,0,Wed,Sat
A00582,North,Ling,Replace,,44294,44308,2,,,0.75,158,Account,14,140,105,105,158,263,263,Thu,Thu
A00583,Central,Khan,Deliver,,44294,44314,1,Yes,Yes,0.25,30,Warranty,20,80,20,0,0,50,0,Thu,Wed
A00584,Northeast,Burton,Repair,,44294,44315,2,,Yes,1,54.28,C.O.D.,21,140,140,140,0,194.28,140,Thu,Thu
A00585,North,Ling,Deliver,Yes,44294,44319,1,,,0.25,85.32,C.O.D.,25,80,20,20,85.32,105.32,105.32,Thu,Mon
A00586,Northeast,Ling,Assess,,44294,44329,2,,,0.25,30,C.O.D.,35,140,35,35,30,65,65,Thu,Thu
A00587,Northwest,Cartier,Assess,Yes,44294,44337,2,,,0.25,2.54,Account,43,140,35,35,2.54,37.54,37.54,Thu,Fri
A00588,North,Ling,Deliver,,44294,44355,1,,,0.25,66.8649,Account,61,80,20,20,66.8649,86.8649,86.8649,Thu,Tue
A00589,North,Ling,Replace,,44296,44307,2,,,0.75,108.9273,Account,11,140,105,105,108.9273,213.9273,213.9273,Sat,Wed
A00590,Southeast,Cartier,Repair,,44296,44326,1,Yes,Yes,4.75,397.361,Warranty,30,80,380,0,0,777.361,0,Sat,Mon
A00591,Southeast,Cartier,Assess,,44298,44307,1,,,0.25,156.4021,Account,9,80,20,20,156.4021,176.4021,176.4021,Mon,Wed
A00592,Central,Cartier,Assess,,44298,44307,2,,Yes,0.5,176.2212,C.O.D.,9,140,70,70,0,246.2212,70,Mon,Wed
A00593,North,Ling,Deliver,,44298,44314,1,,,0.25,4.99,C.O.D.,16,80,20,20,4.99,24.99,24.99,Mon,Wed
A00594,Northwest,Burton,Deliver,,44298,44319,1,,,0.25,83.4629,Account,21,80,20,20,83.4629,103.4629,103.4629,Mon,Mon
A00595,Central,Burton,Install,,44298,44320,2,,,2.25,52,Account,22,140,315,315,52,367,367,Mon,Tue
A00596,South,Lopez,Assess,,44298,44320,1,,,0.5,743.184,P.O.,22,80,40,40,743.184,783.184,783.184,Mon,Tue
A00597,Central,Cartier,Replace,,44298,44363,1,,,0.5,144,C.O.D.,65,80,40,40,144,184,184,Mon,Wed
A00598,North,Ling,Deliver,,44299,44314,1,Yes,Yes,0.25,38.1246,Warranty,15,80,20,0,0,58.1246,0,Tue,Wed
A00599,Central,Burton,Deliver,,44299,44315,1,Yes,Yes,0.25,25,Warranty,16,80,20,0,0,45,0,Tue,Thu
A00600,North,Ling,Assess,,44299,44315,2,,,0.25,175,Account,16,140,35,35,175,210,210,Tue,Thu
A00601,South,Lopez,Assess,,44299,44320,1,,,0.25,6.944,Account,21,80,20,20,6.944,26.944,26.944,Tue,Tue
A00602,South,Burton,Install,,44299,44328,3,,,3.25,640.424,C.O.D.,29,195,633.75,633.75,640.424,1274.174,1274.174,Tue,Wed
A00603,Southeast,Khan,Assess,,44299,44329,1,,,0.25,86.28,Account,30,80,20,20,86.28,106.28,106.28,Tue,Thu
A00604,Northwest,Cartier,Assess,,44299,44337,1,,Yes,0.25,103.18,C.O.D.,38,80,20,20,0,123.18,20,Tue,Fri
A00605,East,Ling,Repair,,44299,44333,2,,,1,464.4,Credit,34,140,140,140,464.4,604.4,604.4,Tue,Mon
A00606,Central,Cartier,Assess,,44299,44362,1,,,1,406.6572,C.O.D.,63,80,80,80,406.6572,486.6572,486.6572,Tue,Tue
A00607,Northwest,Cartier,Replace,,44300,44309,1,,,0.5,21.33,Account,9,80,40,40,21.33,61.33,61.33,Wed,Fri
A00608,West,Khan,Repair,,44300,44312,1,,,1.5,15.15,Account,12,80,120,120,15.15,135.15,135.15,Wed,Mon
A00609,Southeast,Khan,Assess,Yes,44300,44313,1,,Yes,0.25,96.0453,C.O.D.,13,80,20,20,0,116.0453,20,Wed,Tue
A00610,Northwest,Khan,Deliver,Yes,44300,44313,1,,,0.25,127.4013,C.O.D.,13,80,20,20,127.4013,147.4013,147.4013,Wed,Tue
A00611,South,Lopez,Replace,,44300,44321,1,,,0.5,95.472,P.O.,21,80,40,40,95.472,135.472,135.472,Wed,Wed
A00612,Central,Cartier,Assess,Yes,44300,44321,1,,,0.25,55.6484,Account,21,80,20,20,55.6484,75.6484,75.6484,Wed,Wed
A00613,West,Khan,Assess,Yes,44300,44322,1,,Yes,0.5,22.3,C.O.D.,22,80,40,40,0,62.3,40,Wed,Thu
A00614,Northwest,Khan,Assess,,44300,44328,1,,,0.5,148.095,Account,28,80,40,40,148.095,188.095,188.095,Wed,Wed
A00615,South,Burton,Deliver,,44300,44333,1,,,0.25,18,P.O.,33,80,20,20,18,38,38,Wed,Mon
A00616,Northwest,Cartier,Assess,Yes,44300,44333,1,,Yes,0.25,54.1806,C.O.D.,33,80,20,20,0,74.1806,20,Wed,Mon
A00617,West,Khan,Replace,,44300,44347,2,,,0.75,197.9443,C.O.D.,47,140,105,105,197.9443,302.9443,302.9443,Wed,Mon
A00618,Southeast,Burton,Deliver,,44300,44364,1,Yes,Yes,0.25,111.9124,Warranty,64,80,20,0,0,131.9124,0,Wed,Thu
A00619,North,Ling,Deliver,,44301,44315,1,,,0.25,118.0681,Account,14,80,20,20,118.0681,138.0681,138.0681,Thu,Thu
A00620,South,Lopez,Replace,,44301,44313,1,,,0.5,48.75,Account,12,80,40,40,48.75,88.75,88.75,Thu,Tue
A00621,North,Ling,Assess,,44301,44313,1,Yes,Yes,0.25,144,Warranty,12,80,20,0,0,164,0,Thu,Tue
A00622,Southeast,Khan,Deliver,,44301,44322,1,,Yes,0.25,50.6033,C.O.D.,21,80,20,20,0,70.6033,20,Thu,Thu
A00623,Northwest,Burton,Deliver,,44301,44323,1,Yes,Yes,0.25,90.2788,Warranty,22,80,20,0,0,110.2788,0,Thu,Fri
A00624,Central,Cartier,Replace,Yes,44301,44322,1,,,0.5,25,C.O.D.,21,80,40,40,25,65,65,Thu,Thu
A00625,Southeast,Burton,Deliver,,44301,44331,1,,,0.25,34.08,P.O.,30,80,20,20,34.08,54.08,54.08,Thu,Sat
A00626,Northwest,Cartier,Assess,,44301,44333,1,,,0.25,146.7553,P.O.,32,80,20,20,146.7553,166.7553,166.7553,Thu,Mon
A00627,Northwest,Cartier,Install,,44301,44336,1,Yes,Yes,1.25,221.43,Warranty,35,80,100,0,0,321.43,0,Thu,Thu
A00628,Northwest,Cartier,Assess,,44301,44342,1,,Yes,1,137.1969,C.O.D.,41,80,80,80,0,217.1969,80,Thu,Wed
A00629,Central,Khan,Install,Yes,44301,44361,1,,,2.5,69.0333,C.O.D.,60,80,200,200,69.0333,269.0333,269.0333,Thu,Mon
A00630,Northeast,Ling,Assess,,44301,44364,2,,,0.25,54,Credit,63,140,35,35,54,89,89,Thu,Thu
A00631,Southeast,Khan,Deliver,,44303,44324,1,,Yes,0.25,75.1808,C.O.D.,21,80,20,20,0,95.1808,20,Sat,Sat
A00632,North,Ling,Assess,Yes,44303,44326,2,,,0.75,262.11,Account,23,140,105,105,262.11,367.11,367.11,Sat,Mon
A00633,Northeast,Ling,Deliver,,44305,44317,1,,,0.25,61.259,C.O.D.,12,80,20,20,61.259,81.259,81.259,Mon,Sat
A00634,Southeast,Cartier,Repair,,44305,44317,1,,Yes,1,197.5849,C.O.D.,12,80,80,80,0,277.5849,80,Mon,Sat
A00635,North,Ling,Deliver,,44305,44313,2,,,0.25,158.9538,Account,8,140,35,35,158.9538,193.9538,193.9538,Mon,Tue
A00636,South,Lopez,Replace,,44305,44314,1,,,0.75,15.431,Account,9,80,60,60,15.431,75.431,75.431,Mon,Wed
A00637,Central,Cartier,Deliver,Yes,44305,44322,1,,,0.25,72.3501,C.O.D.,17,80,20,20,72.3501,92.3501,92.3501,Mon,Thu
A00638,Northwest,Khan,Replace,,44305,44328,1,,,0.5,7.308,C.O.D.,23,80,40,40,7.308,47.308,47.308,Mon,Wed
A00639,Central,Khan,Deliver,,44305,44337,1,,,0.25,120,C.O.D.,32,80,20,20,120,140,140,Mon,Fri
A00640,Southeast,Burton,Assess,,44305,44333,2,,,0.5,173.299,C.O.D.,28,140,70,70,173.299,243.299,243.299,Mon,Mon
A00641,North,Ling,Assess,,44305,44341,1,,,0.25,24.63,C.O.D.,36,80,20,20,24.63,44.63,44.63,Mon,Tue
A00642,Southwest,Ling,Install,Yes,44305,44354,2,,Yes,7.5,1514.7836,C.O.D.,49,140,1050,1050,0,2564.7836,1050,Mon,Mon
A00643,North,Ling,Replace,,44305,44377,2,,,0.75,106.65,C.O.D.,72,140,105,105,106.65,211.65,211.65,Mon,Wed
A00644,Southeast,Cartier,Repair,,44305,,2,,,,427.8311,C.O.D.,,140,0,0,427.8311,427.8311,427.8311,Mon,Sat
A00645,Northwest,Khan,Assess,,44306,44327,1,,,0.25,84.7006,C.O.D.,21,80,20,20,84.7006,104.7006,104.7006,Tue,Tue
A00646,Southeast,Burton,Assess,,44306,44326,1,,,0.25,106.5408,C.O.D.,20,80,20,20,106.5408,126.5408,126.5408,Tue,Mon
A00647,Central,Khan,Deliver,,44306,44329,1,,,0.25,108.6907,C.O.D.,23,80,20,20,108.6907,128.6907,128.6907,Tue,Thu
A00648,Central,Khan,Replace,,44306,44338,1,,,1.25,405.5525,C.O.D.,32,80,100,100,405.5525,505.5525,505.5525,Tue,Sat
A00649,North,Ling,Deliver,,44306,44342,2,,,0.25,240,Account,36,140,35,35,240,275,275,Tue,Wed
A00650,Northwest,Burton,Assess,,44306,44347,2,,,1,641.7744,C.O.D.,41,140,140,140,641.7744,781.7744,781.7744,Tue,Mon
A00651,Southeast,Cartier,Replace,,44306,44376,1,,,1,89.4524,C.O.D.,70,80,80,80,89.4524,169.4524,169.4524,Tue,Tue
A00652,East,Ling,Deliver,,44306,44382,1,,,0.25,2,C.O.D.,76,80,20,20,2,22,22,Tue,Mon
A00653,South,Cartier,Assess,,44307,44320,1,Yes,Yes,0.25,248.0913,Warranty,13,80,20,0,0,268.0913,0,Wed,Tue
A00654,East,Ling,Assess,,44307,44321,2,,,0.25,180,Account,14,140,35,35,180,215,215,Wed,Wed
A00655,Southeast,Khan,Deliver,,44307,44361,1,,,0.25,45.9449,C.O.D.,54,80,20,20,45.9449,65.9449,65.9449,Wed,Mon
A00656,Southeast,Burton,Assess,,44307,44364,2,,Yes,0.25,125.76,C.O.D.,57,140,35,35,0,160.76,35,Wed,Thu
A00657,Southeast,Cartier,Assess,,44307,44382,2,,,0.25,92.4375,C.O.D.,75,140,35,35,92.4375,127.4375,127.4375,Wed,Mon
A00658,South,Burton,Replace,,44307,44382,2,,,1,183.5419,Account,75,140,140,140,183.5419,323.5419,323.5419,Wed,Mon
A00659,South,Burton,Replace,,44307,44382,2,,Yes,1,244.7225,C.O.D.,75,140,140,140,0,384.7225,140,Wed,Mon
A00660,South,Burton,Replace,,44307,44382,2,,,1,305.1719,Account,75,140,140,140,305.1719,445.1719,445.1719,Wed,Mon
A00661,South,Burton,Assess,,44307,44382,2,Yes,Yes,0.5,747.1074,Warranty,75,140,70,0,0,817.1074,0,Wed,Mon
A00662,South,Burton,Install,,44307,44382,2,,Yes,2.25,1499.3907,C.O.D.,75,140,315,315,0,1814.3907,315,Wed,Mon
A00663,South,Burton,Deliver,,44307,44383,1,,Yes,0.25,119.1809,C.O.D.,76,80,20,20,0,139.1809,20,Wed,Tue
A00664,South,Burton,Install,,44307,44383,2,,Yes,1,248.7282,C.O.D.,76,140,140,140,0,388.7282,140,Wed,Tue
A00665,South,Burton,Replace,,44307,44383,2,Yes,Yes,1.75,291.903,Warranty,76,140,245,0,0,536.903,0,Wed,Tue
A00666,South,Burton,Deliver,,44307,44383,2,,Yes,0.25,371.1669,C.O.D.,76,140,35,35,0,406.1669,35,Wed,Tue
A00667,South,Burton,Replace,,44307,44383,2,,Yes,0.75,380.3526,C.O.D.,76,140,105,105,0,485.3526,105,Wed,Tue
A00668,South,Burton,Repair,,44307,44383,2,,Yes,1,423.0844,C.O.D.,76,140,140,140,0,563.0844,140,Wed,Tue
A00669,South,Burton,Install,,44307,44383,2,,,1.75,395.0841,Account,76,140,245,245,395.0841,640.0841,640.0841,Wed,Tue
A00670,South,Burton,Assess,,44307,44383,2,Yes,Yes,0.5,442.1897,Warranty,76,140,70,0,0,512.1897,0,Wed,Tue
A00671,North,Khan,Assess,,44307,44389,2,,,0.25,54,P.O.,82,140,35,35,54,89,89,Wed,Mon
A00672,North,Khan,Replace,,44307,44389,2,,,0.5,61.9936,C.O.D.,82,140,70,70,61.9936,131.9936,131.9936,Wed,Mon
A00673,North,Ling,Deliver,,44307,44389,1,,,0.25,120,Account,82,80,20,20,120,140,140,Wed,Mon
A00674,South,Burton,Replace,,44307,44389,2,,,0.5,122.3613,Account,82,140,70,70,122.3613,192.3613,192.3613,Wed,Mon
A00675,South,Burton,Assess,,44307,44389,2,,,0.5,401.1669,Account,82,140,70,70,401.1669,471.1669,471.1669,Wed,Mon
A00676,North,Khan,Install,,44307,44389,2,,,1,427.8808,C.O.D.,82,140,140,140,427.8808,567.8808,567.8808,Wed,Mon
A00677,East,Ling,Assess,Yes,44307,44390,1,,,0.25,85.32,Account,83,80,20,20,85.32,105.32,105.32,Wed,Tue
A00678,West,Khan,Assess,,44307,44390,2,,,0.5,107.4011,C.O.D.,83,140,70,70,107.4011,177.4011,177.4011,Wed,Tue
A00679,South,Burton,Assess,,44307,44390,2,,,0.25,108.3611,Account,83,140,35,35,108.3611,143.3611,143.3611,Wed,Tue
A00680,East,Ling,Deliver,,44307,44390,1,,,0.25,120,C.O.D.,83,80,20,20,120,140,140,Wed,Tue
A00681,South,Burton,Install,,44307,44390,2,,,1.75,416.8522,Account,83,140,245,245,416.8522,661.8522,661.8522,Wed,Tue
A00682,South,Burton,Install,,44307,44390,2,,,1.25,449.0404,Account,83,140,175,175,449.0404,624.0404,624.0404,Wed,Tue
A00683,North,Khan,Assess,,44307,44390,2,,,1,463.7093,C.O.D.,83,140,140,140,463.7093,603.7093,603.7093,Wed,Tue
A00684,South,Burton,Install,,44307,44390,2,,,1.25,488.4255,Account,83,140,175,175,488.4255,663.4255,663.4255,Wed,Tue
A00685,Central,Burton,Assess,,44308,44330,1,,,1,65.9478,C.O.D.,22,80,80,80,65.9478,145.9478,145.9478,Thu,Fri
A00686,North,Ling,Deliver,,44308,44331,1,,,0.25,109.2323,Account,23,80,20,20,109.2323,129.2323,129.2323,Thu,Sat
A00687,North,Ling,Assess,,44308,44341,2,,,0.5,86,C.O.D.,33,140,70,70,86,156,156,Thu,Tue
A00688,Southeast,Cartier,Deliver,,44308,44380,1,,,0.25,142.9125,C.O.D.,72,80,20,20,142.9125,162.9125,162.9125,Thu,Sat
A00689,North,Ling,Assess,,44309,44327,2,,,0.25,82.98,Account,18,140,35,35,82.98,117.98,117.98,Fri,Tue
A00690,Southeast,Cartier,Deliver,,44309,44345,1,,,0.25,120,C.O.D.,36,80,20,20,120,140,140,Fri,Sat
A00691,North,Ling,Assess,,44309,44348,2,,,0.25,120,Account,39,140,35,35,120,155,155,Fri,Tue
A00692,North,Ling,Install,,44309,,2,,,,356.2351,C.O.D.,,140,0,0,356.2351,356.2351,356.2351,Fri,Sat
A00693,East,Ling,Replace,,44310,44327,2,,,0.75,200,Account,17,140,105,105,200,305,305,Sat,Tue
A00694,Southeast,Cartier,Assess,,44312,44321,1,,,0.5,180,Account,9,80,40,40,180,220,220,Mon,Wed
A00695,South,Lopez,Deliver,,44312,44322,1,,,0.25,41.3595,Account,10,80,20,20,41.3595,61.3595,61.3595,Mon,Thu
A00696,Central,Cartier,Deliver,,44312,44323,2,,,0.25,667.793,Account,11,140,35,35,667.793,702.793,702.793,Mon,Fri
A00697,South,Burton,Assess,,44312,44328,1,,,0.25,36.7394,C.O.D.,16,80,20,20,36.7394,56.7394,56.7394,Mon,Wed
A00698,Northwest,Cartier,Deliver,,44312,44328,1,,,0.25,91.2909,C.O.D.,16,80,20,20,91.2909,111.2909,111.2909,Mon,Wed
A00699,North,Ling,Deliver,Yes,44312,44334,1,,,0.25,21.33,Account,22,80,20,20,21.33,41.33,41.33,Mon,Tue
A00700,Southwest,Cartier,Repair,,44312,44335,2,,,3.75,511.1566,C.O.D.,23,140,525,525,511.1566,1036.1566,1036.1566,Mon,Wed
A00701,Northwest,Cartier,Assess,,44312,44348,1,,,0.5,24.4064,P.O.,36,80,40,40,24.4064,64.4064,64.4064,Mon,Tue
A00702,Northwest,Cartier,Assess,Yes,44312,44348,2,,Yes,0.5,54.18,C.O.D.,36,140,70,70,0,124.18,70,Mon,Tue
A00703,South,Lopez,Deliver,,44312,44350,1,,,0.25,93.6,P.O.,38,80,20,20,93.6,113.6,113.6,Mon,Thu
A00704,South,Lopez,Assess,,44312,44355,1,,,0.25,810.3043,P.O.,43,80,20,20,810.3043,830.3043,830.3043,Mon,Tue
A00705,Southeast,Burton,Assess,,44312,44356,1,,,0.5,91.0417,Account,44,80,40,40,91.0417,131.0417,131.0417,Mon,Wed
A00706,Central,Cartier,Deliver,,44312,44368,1,,,0.25,82.794,C.O.D.,56,80,20,20,82.794,102.794,102.794,Mon,Mon
A00707,Central,Khan,Install,,44312,44371,1,Yes,Yes,3,226.7655,Warranty,59,80,240,0,0,466.7655,0,Mon,Thu
