"absent","aide","black","boy","freelunch","id","mathscore","readscore","regular","schid","schrural","schurban","small","tchexper","tchid","tchmasters","tchwhite","totalscore","white_asian"
14,0,0,1,0,15250,602,470,0,234628,1,0,1,10,23462804,1,1,1072,1
5,1,0,0,1,15251,459,413,0,234628,1,0,0,9,23462803,1,1,872,1
2,0,0,0,0,15252,513,448,1,165199,0,1,0,3,16519902,0,1,961,1
15,0,1,0,0,15254,459,407,1,218562,0,1,0,0,21856204,0,1,866,0
7,0,0,1,0,15255,484,433,1,216536,1,0,0,1,21653605,0,1,917,1
8,0,0,1,0,15256,536,439,1,205488,0,0,0,12,20548802,0,1,975,1
0,1,1,1,0,15258,576,439,0,244839,0,0,0,21,24483902,0,0,1015,0
2,1,1,0,0,15259,528,463,0,244727,0,0,0,1,24472704,0,0,991,0
7,0,0,1,0,15264,513,427,1,244745,0,0,0,1,24474503,0,0,940,1
15,0,1,0,1,15265,506,413,0,244764,0,1,1,13,24476402,1,0,919,0
7,1,0,1,0,15266,528,448,0,244818,0,1,0,11,24481803,1,1,976,1
23,0,1,0,1,15267,468,421,1,244776,0,1,0,7,24477607,1,1,889,0
4,1,0,1,0,15268,506,453,0,244831,0,0,0,2,24483103,0,1,959,1
0,1,1,0,1,15271,484,439,0,244697,0,1,0,5,24469703,1,1,923,0
0,0,1,0,1,15274,478,436,1,244728,0,1,0,15,24472803,1,0,914,0
7,1,1,0,1,15275,528,425,0,244774,0,1,0,1,24477403,0,1,953,0
8,1,1,1,1,15276,449,418,0,244697,0,1,0,22,24469704,1,1,867,0
26,0,1,1,1,15277,423,402,1,244818,0,1,0,10,24481801,0,0,825,0
5,0,1,1,0,15278,489,421,0,244776,0,1,1,8,24477602,1,1,910,0
2,0,1,0,1,15279,454,411,0,244839,0,0,1,11,24483905,0,0,865,0
7,0,1,0,1,15280,439,448,1,244776,0,1,0,7,24477607,1,1,887,0
9,0,1,1,1,15281,444,416,1,244818,0,1,0,10,24481801,0,0,860,0
10,1,0,0,0,15282,559,447,0,244831,0,0,0,2,24483103,0,1,1006,1
3,0,1,0,1,15283,463,470,1,244806,0,1,0,0,24480603,0,0,933,0
11,1,1,0,0,15284,478,445,0,244755,0,1,0,16,24475506,0,0,923,0
4,0,1,0,0,15286,444,421,0,244799,0,0,1,5,24479903,0,0,865,0
3,1,1,1,1,15288,484,443,0,244745,0,0,0,15,24474504,1,0,927,0
5,1,1,0,0,15289,468,424,0,244818,0,1,0,11,24481803,1,1,892,0
8,1,1,0,1,15291,489,430,0,244728,0,1,0,6,24472802,0,0,919,0
12,1,0,1,0,15292,459,522,0,203452,1,0,0,5,20345204,0,1,981,1
3,0,1,0,1,15293,576,456,1,244755,0,1,0,11,24475501,0,1,1032,0
1,1,1,1,0,15294,536,461,0,244806,0,1,0,20,24480602,0,0,997,0
4,1,1,1,1,15295,489,436,0,244774,0,1,0,1,24477403,0,1,925,0
8,0,1,0,1,15298,449,408,0,244796,0,1,1,21,24479603,0,0,857,0
1,1,1,1,1,15299,444,428,0,244776,0,1,0,10,24477606,1,0,872,0
5,0,0,1,0,15301,489,451,0,180344,0,1,1,13,18034404,1,1,940,1
13,0,1,0,1,15302,418,400,1,252885,1,0,0,5,25288503,0,1,818,0
10,0,0,0,1,15303,520,434,0,216536,1,0,1,8,21653603,1,1,954,1
14,0,1,0,1,15304,454,414,1,252885,1,0,0,5,25288503,0,1,868,0
13,0,0,0,1,15305,494,436,1,257899,1,0,0,12,25789904,1,1,930,1
6,1,0,1,1,15306,468,456,0,257905,0,1,0,11,25790507,0,1,924,1
10,0,0,1,0,15307,463,424,0,259915,1,0,1,11,25991501,1,1,887,1
6,0,0,1,0,15308,468,428,1,257899,1,0,0,12,25789904,1,1,896,1
21,1,0,0,0,15310,478,431,0,228606,1,0,0,8,22860601,1,1,909,1
4,1,0,0,0,15311,449,436,0,123056,1,0,0,4,12305601,0,1,885,1
5,1,0,1,0,15312,449,456,0,257905,0,1,0,11,25790507,0,1,905,1
4,1,0,1,0,15313,520,436,0,257899,1,0,0,12,25789905,1,1,956,1
2,0,0,1,0,15314,500,430,0,257899,1,0,1,13,25789902,1,1,930,1
5,1,0,1,0,15315,506,425,0,253888,1,0,0,13,25388801,0,1,931,1
8,0,0,0,0,15316,536,439,1,257899,1,0,0,12,25789904,1,1,975,1
5,0,0,0,1,15317,459,439,0,203452,1,0,1,19,20345201,0,1,898,1
9,0,0,0,1,15318,439,418,1,257899,1,0,0,12,25789904,1,1,857,1
10,0,0,0,0,15319,459,445,0,257905,0,1,1,7,25790501,1,1,904,1
19,1,0,0,1,15321,494,418,0,228606,1,0,0,8,22860601,1,1,912,1
6,0,0,1,0,15322,484,445,1,221574,1,0,0,2,22157404,0,1,929,1
29,0,0,0,1,15323,547,439,0,252885,1,0,1,14,25288501,1,1,986,1
8,0,0,1,1,15325,484,458,1,252885,1,0,0,5,25288503,0,1,942,1
3,1,0,0,1,15326,547,425,0,212522,0,1,0,13,21252202,0,1,972,1
17,1,0,0,1,15328,444,419,0,112038,0,1,0,17,11203803,0,1,863,1
0,1,1,0,1,15329,429,398,0,112038,0,1,0,17,11203803,0,1,827,0
24,1,0,1,1,15330,468,405,0,112038,0,1,0,17,11203803,0,1,873,1
10,0,0,0,1,15331,463,402,0,112038,0,1,1,12,11203801,1,1,865,1
6,1,0,1,0,15332,513,436,0,128076,0,0,0,7,12807603,0,1,949,1
10,0,0,1,0,15334,468,424,1,128076,0,0,0,8,12807602,0,1,892,1
1,0,0,1,1,15335,463,427,1,128068,1,0,0,1,12806802,0,1,890,1
9,1,0,1,0,15337,528,437,0,130085,0,0,0,8,13008503,1,1,965,1
8,0,0,0,0,15338,473,450,1,128076,0,0,0,8,12807602,0,1,923,1
2,0,0,1,0,15339,473,410,0,130085,0,0,1,11,13008504,0,1,883,1
15,0,0,0,0,15340,468,445,1,128076,0,0,0,8,12807602,0,1,913,1
6,0,0,0,1,15343,602,518,1,159171,1,0,0,16,15917105,1,1,1120,1
22,0,0,0,0,15345,520,434,1,161183,1,0,0,12,16118301,1,1,954,1
6,0,0,1,0,15346,484,433,0,161176,1,0,1,6,16117604,0,1,917,1
2,1,0,1,1,15347,449,411,0,161183,1,0,0,10,16118304,1,1,860,1
8,1,0,0,1,15348,494,451,0,161183,1,0,0,10,16118302,1,1,945,1
9,0,0,0,1,15349,473,448,0,161183,1,0,1,6,16118303,1,1,921,1
7,0,0,0,0,15351,576,465,1,161183,1,0,0,12,16118301,1,1,1041,1
5,0,0,1,1,15352,602,474,0,161183,1,0,1,6,16118303,1,1,1076,1
8,0,0,1,1,15355,449,410,0,166203,0,1,1,1,16620304,0,1,859,1
0,1,0,1,0,15356,439,414,0,164198,1,0,0,13,16419801,1,1,853,1
10,0,0,0,0,15357,536,440,1,165199,0,1,0,3,16519902,0,1,976,1
1,0,0,1,0,15358,449,425,1,164198,1,0,0,4,16419803,1,1,874,1
67,0,0,1,1,15359,392,400,1,112038,0,1,0,6,11203802,1,1,792,1
11,0,0,1,1,15360,506,463,0,164198,1,0,1,12,16419802,1,1,969,1
5,1,0,0,0,15361,513,434,0,164198,1,0,0,13,16419801,1,1,947,1
7,0,0,1,0,15362,423,397,0,166203,0,1,1,11,16620301,0,1,820,1
8,0,1,1,1,15363,547,436,1,205492,0,0,0,24,20549203,1,1,983,0
2,1,0,0,0,15364,536,440,0,166203,0,1,0,5,16620303,0,1,976,1
21,0,0,1,0,15365,444,436,1,164198,1,0,0,4,16419803,1,1,880,1
10,0,0,1,0,15366,463,422,1,168211,1,0,0,10,16821101,0,1,885,1
0,1,0,0,0,15367,484,433,0,168214,1,0,0,6,16821402,1,1,917,1
21,0,0,1,0,15368,536,443,1,168214,1,0,0,16,16821403,0,1,979,1
10,1,0,0,1,15369,520,442,0,168211,1,0,0,14,16821105,0,1,962,1
2,1,0,0,0,15370,576,463,0,168214,1,0,0,6,16821402,1,1,1039,1
22,1,0,0,1,15371,513,418,0,168211,1,0,0,27,16821102,0,1,931,1
5,1,0,0,1,15372,459,422,0,168211,1,0,0,27,16821102,0,1,881,1
5,1,0,0,0,15374,478,436,0,168214,1,0,0,6,16821402,1,1,914,1
11,0,0,1,0,15375,489,419,1,234628,1,0,0,8,23462805,0,1,908,1
11,0,0,1,0,15376,423,376,1,261927,1,0,0,13,26192702,1,1,799,1
20,1,0,1,1,15377,434,408,0,168211,1,0,0,27,16821102,0,1,842,1
13,1,0,1,1,15378,559,472,0,168211,1,0,0,14,16821105,0,1,1031,1
14,1,0,0,0,15379,500,437,0,168211,1,0,0,27,16821102,0,1,937,1
14,0,0,0,0,15380,602,474,1,168214,1,0,0,16,16821403,0,1,1076,1
4,0,0,1,0,15381,559,448,1,168214,1,0,0,16,16821403,0,1,1007,1
3,1,0,1,0,15382,478,431,0,168214,1,0,0,6,16821402,1,1,909,1
7,0,0,1,1,15383,468,430,1,168211,1,0,0,10,16821101,0,1,898,1
3,0,0,1,0,15384,626,483,0,168214,1,0,1,6,16821401,0,1,1109,1
7,0,0,0,0,15385,513,478,0,168211,1,0,1,8,16821104,0,1,991,1
22,0,0,1,0,15387,473,431,1,264945,0,0,0,3,26494503,0,1,904,1
7,1,1,1,1,15388,444,390,0,169231,0,1,0,9,16923101,0,1,834,0
1,0,1,0,0,15389,444,424,0,169280,0,0,1,12,16928001,1,1,868,0
4,0,0,0,0,15390,500,445,0,169229,0,0,1,16,16922906,0,0,945,1
13,0,0,1,0,15392,463,439,1,169229,0,0,0,11,16922902,0,1,902,1
11,0,0,1,0,15393,489,437,0,169229,0,0,1,10,16922905,0,0,926,1
4,0,0,0,0,15395,506,470,1,230612,1,0,0,6,23061203,1,1,976,1
5,0,0,1,0,15396,528,463,0,262937,0,0,1,18,26293703,1,1,991,1
8,0,0,1,0,15397,484,431,0,264945,0,0,1,8,26494505,1,1,915,1
33,1,0,0,0,15399,520,460,0,230612,1,0,0,6,23061201,0,1,980,1
12,0,0,0,0,15402,506,461,0,169280,0,0,1,12,16928001,1,1,967,1
0,0,1,1,1,15403,463,425,1,244728,0,1,0,15,24472803,1,0,888,0
17,1,0,0,1,15405,576,460,0,216536,1,0,0,13,21653602,1,1,1036,1
8,0,0,1,0,15406,520,460,0,169229,0,0,1,15,16922901,1,1,980,1
8,0,0,1,0,15407,520,437,0,262937,0,0,1,8,26293704,1,1,957,1
2,0,0,1,0,15410,500,461,1,169280,0,0,0,13,16928002,1,1,961,1
3,1,0,0,0,15411,489,411,0,169229,0,0,0,12,16922907,1,1,900,1
13,0,0,0,0,15412,478,445,1,216536,1,0,0,1,21653605,0,1,923,1
25,0,0,0,1,15413,506,470,0,169229,0,0,1,15,16922901,1,1,976,1
4,0,0,0,0,15414,513,445,1,216536,1,0,0,1,21653605,0,1,958,1
1,1,0,1,0,15416,489,455,0,169229,0,0,0,12,16922907,1,1,944,1
3,0,0,0,0,15421,626,461,1,169219,0,0,0,12,16921902,1,1,1087,1
0,1,0,0,0,15422,506,428,0,264945,0,0,0,3,26494502,0,1,934,1
6,1,0,1,0,15423,500,427,0,169219,0,0,0,18,16921903,0,1,927,1
17,0,0,0,0,15424,399,407,1,169231,0,1,0,3,16923103,1,0,806,1
4,1,0,0,0,15425,520,437,0,169219,0,0,0,18,16921903,0,1,957,1
7,0,0,1,0,15427,506,460,0,169219,0,0,1,14,16921901,0,1,966,1
4,1,0,0,0,15432,547,492,0,173312,1,0,0,13,17331203,0,1,1039,1
3,0,0,0,0,15433,528,487,0,173312,1,0,1,11,17331201,0,1,1015,1
12,1,0,0,1,15434,494,476,0,173312,1,0,0,13,17331203,0,1,970,1
8,0,0,0,1,15435,484,485,0,173312,1,0,1,11,17331201,0,1,969,1
6,0,0,0,0,15436,473,419,1,208503,1,0,0,8,20850301,1,1,892,1
21,0,0,0,1,15437,405,388,0,231616,1,0,1,9,23161602,1,1,793,1
4,0,0,0,0,15438,449,408,0,166203,0,1,1,11,16620301,0,1,857,1
0,1,0,1,1,15439,494,424,0,166203,0,1,0,5,16620303,0,1,918,1
7,1,0,1,0,15441,489,427,0,180344,0,1,0,11,18034403,0,1,916,1
5,1,0,1,1,15442,520,434,0,180344,0,1,0,11,18034403,0,1,954,1
6,0,0,0,0,15444,494,434,1,180344,0,1,0,5,18034401,0,1,928,1
42,0,1,0,1,15445,602,490,1,244839,0,0,0,20,24483903,0,0,1092,0
5,0,0,1,0,15446,484,422,1,208503,1,0,0,8,20850301,1,1,906,1
1,0,0,1,0,15447,459,439,0,191411,1,0,1,8,19141101,1,1,898,1
13,1,0,1,0,15448,454,448,0,203457,1,0,0,9,20345702,1,1,902,1
18,1,0,0,0,15449,489,448,0,161183,1,0,0,10,16118304,1,1,937,1
20,0,0,1,0,15450,459,434,1,203457,1,0,0,12,20345701,1,1,893,1
24,1,0,0,1,15451,449,428,0,203452,1,0,0,5,20345204,0,1,877,1
9,1,0,0,1,15453,423,414,0,203452,1,0,0,5,20345204,0,1,837,1
12,0,0,1,0,15456,484,450,1,203452,1,0,0,11,20345202,0,1,934,1
0,0,0,1,0,15457,520,478,0,189382,0,0,1,17,18938201,1,1,998,1
15,0,0,1,0,15458,500,447,0,189382,0,0,1,17,18938201,1,1,947,1
16,0,0,0,0,15459,454,413,0,189396,1,0,1,5,18939601,1,1,867,1
13,0,0,0,0,15462,473,447,0,189396,1,0,1,5,18939601,1,1,920,1
12,0,1,1,0,15463,434,430,1,189396,1,0,0,4,18939602,0,1,864,0
9,0,0,0,0,15464,459,447,0,189382,0,0,1,7,18938204,1,1,906,1
20,0,0,0,0,15465,489,442,1,189378,1,0,0,17,18937801,1,1,931,1
15,1,0,1,0,15469,484,463,0,189382,0,0,0,14,18938203,1,1,947,1
13,0,0,0,0,15470,506,445,1,218562,0,1,0,0,21856204,0,1,951,1
10,1,0,1,0,15471,439,434,0,218562,0,1,0,8,21856202,1,1,873,1
6,0,0,1,0,15472,468,443,1,123056,1,0,0,16,12305603,0,1,911,1
8,0,0,0,0,15473,489,450,1,123056,1,0,0,16,12305603,0,1,939,1
5,0,0,1,1,15474,399,403,1,191411,1,0,0,13,19141103,1,1,802,1
10,0,0,1,0,15475,423,425,0,170295,1,0,1,2,17029503,0,1,848,1
7,0,0,0,0,15476,500,436,0,201449,1,0,1,7,20144906,0,1,936,1
11,0,0,1,0,15477,459,416,1,201449,1,0,0,6,20144903,1,1,875,1
25,0,0,0,0,15478,506,465,1,201449,1,0,0,6,20144903,1,1,971,1
2,0,0,0,1,15479,494,445,1,162184,1,0,0,4,16218401,0,1,939,1
3,0,0,1,1,15480,489,422,0,162184,1,0,1,6,16218403,1,1,911,1
3,0,0,1,0,15481,536,470,0,203452,1,0,1,19,20345203,0,1,1006,1
16,0,0,0,0,15482,576,497,1,203452,1,0,0,11,20345202,0,1,1073,1
42,0,1,0,1,15483,473,455,1,203457,1,0,0,12,20345701,1,1,928,0
7,0,0,0,0,15484,494,443,1,203452,1,0,0,11,20345202,0,1,937,1
2,0,0,0,0,15485,513,463,0,203452,1,0,1,19,20345203,0,1,976,1
8,0,0,0,0,15486,484,440,1,212522,0,1,0,4,21252205,1,1,924,1
5,0,0,1,0,15487,444,439,1,205489,0,0,0,14,20548902,0,1,883,1
3,1,0,0,0,15489,489,447,0,161183,1,0,0,10,16118302,1,1,936,1
15,0,0,0,1,15490,473,430,0,203452,1,0,1,19,20345201,0,1,903,1
3,0,0,1,0,15492,494,497,1,205491,0,0,0,3,20549103,0,1,991,1
10,0,0,1,1,15494,439,382,0,128079,1,0,1,8,12807903,0,1,821,1
15,0,0,1,0,15495,528,433,1,212522,0,1,0,4,21252205,1,1,961,1
17,0,0,1,1,15497,528,445,1,212522,0,1,0,4,21252205,1,1,973,1
13,0,0,1,1,15498,500,461,0,212522,0,1,1,21,21252203,0,1,961,1
7,0,0,0,0,15499,576,490,0,161183,1,0,1,16,16118306,0,1,1066,1
9,1,0,1,0,15500,444,418,0,205488,0,0,0,0,20548801,0,1,862,1
2,0,0,0,0,15502,602,455,0,205491,0,0,1,0,20549101,0,1,1057,1
17,0,0,1,0,15503,454,421,1,205489,0,0,0,14,20548902,0,1,875,1
21,0,1,1,1,15504,399,391,1,205490,0,1,0,12,20549003,0,1,790,0
3,1,0,1,0,15506,547,455,0,205491,0,0,0,17,20549104,0,1,1002,1
27,1,0,0,1,15508,478,439,0,128068,1,0,0,11,12806803,0,1,917,1
22,0,1,0,1,15509,536,431,1,205492,0,0,0,24,20549203,1,1,967,0
0,0,1,0,1,15510,449,402,1,205490,0,1,0,12,20549003,0,1,851,0
9,1,0,1,0,15511,478,463,0,205489,0,0,0,3,20548903,0,1,941,1
20,0,0,1,0,15512,434,411,1,128076,0,0,0,8,12807602,0,1,845,1
28,1,0,0,1,15513,434,405,0,212522,0,1,0,,21252201,0,0,839,1
8,0,0,1,1,15515,434,424,0,128068,1,0,1,12,12806801,1,1,858,1
17,0,0,0,0,15516,418,448,1,128076,0,0,0,8,12807602,0,1,866,1
1,0,0,0,0,15517,463,430,1,205491,0,0,0,3,20549103,0,1,893,1
9,0,0,1,0,15519,506,447,1,128079,1,0,0,8,12807901,0,1,953,1
11,0,0,1,0,15520,423,408,0,205489,0,0,1,10,20548904,0,1,831,1
7,1,0,1,0,15521,384,398,0,128068,1,0,0,11,12806803,0,1,782,1
30,0,0,0,1,15522,459,393,0,208501,1,0,1,12,20850103,0,1,852,1
11,0,0,0,0,15523,528,478,1,208501,1,0,0,13,20850101,0,1,1006,1
2,0,0,1,1,15525,423,413,1,193423,1,0,0,13,19342304,1,1,836,1
21,1,0,0,1,15527,429,413,0,259915,1,0,0,15,25991502,0,1,842,1
6,1,0,0,0,15528,528,453,0,259915,1,0,0,15,25991502,0,1,981,1
7,1,0,1,0,15531,412,410,0,209510,1,0,0,3,20951002,0,1,822,1
1,0,0,0,1,15532,454,403,0,209510,1,0,1,10,20951004,0,1,857,1
8,0,0,0,1,15533,478,448,0,230612,1,0,1,4,23061202,0,1,926,1
13,0,0,1,1,15534,454,402,1,261927,1,0,0,13,26192702,1,1,856,1
8,1,1,0,1,15536,454,410,0,193423,1,0,0,12,19342303,1,1,864,0
4,1,0,1,0,15537,429,427,0,215533,1,0,0,3,21553301,0,1,856,1
6,0,1,1,0,15538,494,478,1,193422,1,0,0,11,19342203,0,1,972,0
9,1,0,1,0,15539,626,440,0,215533,1,0,0,9,21553304,0,1,1066,1
1,0,0,1,0,15540,484,458,0,215533,1,0,1,4,21553305,0,1,942,1
7,1,0,1,0,15541,528,439,0,215533,1,0,0,9,21553304,0,1,967,1
22,0,0,1,0,15542,513,437,1,193423,1,0,0,13,19342304,1,1,950,1
2,1,0,1,0,15543,520,442,0,215533,1,0,0,3,21553301,0,1,962,1
19,1,1,0,1,15544,506,455,0,215533,1,0,0,9,21553304,0,1,961,0
10,1,0,0,0,15545,513,448,0,193423,1,0,0,12,19342303,1,1,961,1
42,1,0,0,1,15546,434,390,0,159171,1,0,0,10,15917101,0,1,824,1
20,0,0,0,1,15547,494,465,1,215533,1,0,0,15,21553302,1,1,959,1
22,0,0,0,0,15548,626,460,0,193423,1,0,1,12,19342302,0,1,1086,1
13,1,0,1,1,15549,559,434,0,215533,1,0,0,9,21553304,0,1,993,1
10,0,0,1,0,15551,576,468,1,215533,1,0,0,15,21553302,1,1,1044,1
10,1,0,1,0,15552,489,413,0,215533,1,0,0,3,21553301,0,1,902,1
1,0,0,1,0,15553,506,448,1,215533,1,0,0,15,21553302,1,1,954,1
8,0,0,1,0,15554,506,458,0,215533,1,0,1,4,21553305,0,1,964,1
17,0,0,1,1,15555,429,442,0,215533,1,0,1,6,21553303,1,1,871,1
9,0,1,1,1,15556,489,424,1,193423,1,0,0,13,19342304,1,1,913,0
19,1,0,1,0,15557,547,453,0,215533,1,0,0,9,21553304,0,1,1000,1
20,0,0,0,0,15558,478,422,0,216536,1,0,1,8,21653603,1,1,900,1
19,0,0,1,1,15560,405,405,0,215533,1,0,1,6,21553303,1,1,810,1
21,0,0,1,1,15561,429,405,1,215533,1,0,0,0,21553306,0,1,834,1
0,0,0,1,0,15562,547,472,1,215533,1,0,0,15,21553302,1,1,1019,1
16,0,0,1,0,15563,500,428,0,193422,1,0,1,8,19342202,0,1,928,1
4,1,0,1,0,15565,494,445,0,170295,1,0,0,14,17029502,0,1,939,1
5,0,0,1,0,15566,559,474,0,159171,1,0,1,6,15917104,0,1,1033,1
4,0,1,0,1,15567,463,414,0,159171,1,0,1,8,15917102,1,1,877,0
5,0,1,1,1,15568,463,414,1,159171,1,0,0,16,15917105,1,1,877,0
7,0,0,1,0,15571,576,448,0,230612,1,0,1,4,23061202,0,1,1024,1
35,1,0,1,1,15572,489,410,0,215533,1,0,0,3,21553301,0,1,899,1
7,0,1,1,0,15573,489,436,0,180344,0,1,1,13,18034404,1,1,925,0
17,0,0,0,0,15574,559,472,0,159171,1,0,1,8,15917102,1,1,1031,1
33,0,0,1,1,15575,463,451,1,159171,1,0,0,16,15917105,1,1,914,1
8,0,0,0,0,15576,528,443,0,193423,1,0,1,6,19342301,0,1,971,1
17,1,0,1,1,15577,484,448,0,193422,1,0,0,9,19342201,0,1,932,1
7,1,0,1,0,15578,473,428,0,159171,1,0,0,10,15917101,0,1,901,1
10,0,0,0,0,15580,520,463,1,170295,1,0,0,19,17029501,0,1,983,1
13,0,0,0,1,15582,484,453,0,230612,1,0,1,4,23061202,0,1,937,1
4,0,0,1,1,15583,463,418,0,180344,0,1,1,1,18034405,0,1,881,1
17,0,0,1,0,15585,559,458,0,159171,1,0,1,6,15917104,0,1,1017,1
5,0,0,0,0,15588,506,431,0,221571,1,0,1,21,22157104,0,1,937,1
2,0,0,1,0,15590,384,382,1,221571,1,0,0,13,22157103,1,1,766,1
13,0,0,0,1,15591,489,428,0,221571,1,0,1,21,22157104,0,1,917,1
6,1,0,1,0,15592,463,456,0,209510,1,0,0,13,20951003,0,1,919,1
3,0,1,0,1,15593,405,391,1,221574,1,0,0,2,22157404,0,1,796,0
9,1,0,0,0,15594,489,463,0,209510,1,0,0,13,20951003,0,1,952,1
21,0,1,1,0,15596,449,411,0,221571,1,0,1,21,22157104,0,1,860,0
11,1,0,1,0,15597,384,410,0,221571,1,0,0,7,22157105,0,1,794,1
1,0,1,1,1,15598,459,422,0,221571,1,0,1,21,22157104,0,1,881,0
19,0,0,1,0,15599,423,416,1,221571,1,0,0,3,22157101,0,0,839,1
14,0,0,1,0,15600,429,405,1,221571,1,0,0,3,22157101,0,0,834,1
3,0,0,1,0,15601,478,425,0,208501,1,0,1,12,20850103,0,1,903,1
1,1,0,0,0,15602,463,431,0,209510,1,0,0,13,20951003,0,1,894,1
9,0,0,1,1,15603,454,414,1,212522,0,1,0,4,21252205,1,1,868,1
6,0,0,1,0,15604,520,427,1,225585,1,0,0,13,22558501,1,1,947,1
0,1,0,1,1,15605,473,451,0,176329,1,0,0,21,17632904,1,1,924,1
1,1,0,0,1,15606,506,453,0,231616,1,0,0,12,23161601,0,1,959,1
4,0,0,0,0,15607,468,436,1,162184,1,0,0,4,16218401,0,1,904,1
0,0,0,0,1,15608,513,434,0,231616,1,0,1,9,23161602,1,1,947,1
2,0,0,0,1,15609,513,434,0,231616,1,0,1,9,23161602,1,1,947,1
12,0,0,1,1,15610,559,445,0,230612,1,0,1,4,23061202,0,1,1004,1
9,1,0,1,0,15611,459,436,0,162184,1,0,0,5,16218402,1,1,895,1
11,0,0,1,0,15612,484,425,1,261927,1,0,0,11,26192704,1,1,909,1
2,1,0,0,0,15613,559,458,0,130085,0,0,0,8,13008503,1,1,1017,1
6,0,0,0,0,15615,602,451,0,234628,1,0,1,9,23462801,0,1,1053,1
11,0,0,0,0,15616,484,419,1,234628,1,0,0,8,23462805,0,1,903,1
32,1,0,0,1,15617,468,402,0,234628,1,0,0,9,23462803,1,1,870,1
16,0,0,0,0,15618,513,440,0,234628,1,0,1,10,23462804,1,1,953,1
12,0,0,1,0,15619,506,443,0,164198,1,0,1,12,16419802,1,1,949,1
0,1,0,1,1,15622,489,448,0,123056,1,0,0,4,12305601,0,1,937,1
44,0,1,1,0,15625,520,447,0,244776,0,1,1,6,24477601,1,1,967,0
15,0,0,1,1,15626,484,428,1,166203,0,1,0,13,16620302,1,1,912,1
8,0,1,1,0,15627,484,421,1,244818,0,1,0,9,24481804,0,0,905,0
0,0,1,0,1,15628,459,413,0,244774,0,1,1,6,24477402,0,0,872,0
3,0,0,0,1,15629,559,465,0,244745,0,0,1,14,24474502,1,0,1024,1
5,0,0,0,0,15630,500,433,1,244831,0,0,0,18,24483102,0,0,933,1
16,0,1,1,1,15631,405,384,0,244776,0,1,1,8,24477602,1,1,789,0
10,0,1,1,0,15632,399,407,0,244776,0,1,1,6,24477601,1,1,806,0
,1,1,0,1,15633,439,403,0,244774,0,1,0,0,24477401,0,1,842,0
9,1,1,1,1,15634,392,388,0,244818,0,1,0,11,24481803,1,1,780,0
3,0,1,0,1,15635,602,538,0,244755,0,1,1,3,24475507,0,0,1140,0
1,1,1,1,0,15636,513,433,0,244799,0,0,0,10,24479901,1,1,946,0
1,1,1,0,1,15638,506,451,0,244806,0,1,0,20,24480602,0,0,957,0
33,1,1,0,1,15639,454,393,0,244723,0,1,0,6,24472304,0,1,847,0
16,0,0,1,1,15640,463,413,0,215533,1,0,1,6,21553303,1,1,876,1
0,1,1,0,1,15641,399,405,0,244697,0,1,0,22,24469704,1,1,804,0
2,1,1,1,0,15642,429,403,0,244727,0,0,0,12,24472703,0,0,832,0
0,1,1,0,0,15645,468,427,0,244727,0,0,0,1,24472704,0,0,895,0
13,0,0,0,0,15647,536,451,1,230612,1,0,0,6,23061203,1,1,987,1
2,0,1,1,1,15648,459,398,1,244697,0,1,0,6,24469701,1,1,857,0
10,1,1,1,1,15650,429,408,0,244776,0,1,0,5,24477603,0,0,837,0
3,0,0,0,0,15651,547,480,0,244745,0,0,1,14,24474502,1,0,1027,1
18,1,1,0,1,15653,484,437,0,244755,0,1,0,7,24475502,0,1,921,0
3,0,0,0,0,15654,484,425,1,252885,1,0,0,5,25288503,0,1,909,1
1,0,0,1,0,15655,489,455,1,252885,1,0,0,10,25288502,1,1,944,1
1,0,0,1,0,15656,513,439,1,252885,1,0,0,5,25288503,0,1,952,1
14,0,0,0,0,15658,513,445,1,216536,1,0,0,2,21653601,0,1,958,1
0,0,0,1,1,15659,494,439,1,216536,1,0,0,2,21653601,0,1,933,1
3,1,0,1,0,15660,478,410,0,216536,1,0,0,13,21653602,1,1,888,1
19,1,0,0,1,15661,484,460,0,257905,0,1,0,14,25790505,0,1,944,1
15,1,0,1,1,15662,449,418,0,253888,1,0,0,13,25388801,0,1,867,1
13,1,0,1,0,15663,423,418,0,257899,1,0,0,12,25789905,1,1,841,1
1,0,0,1,1,15665,494,439,0,257905,0,1,1,14,25790502,0,1,933,1
15,0,0,1,0,15666,468,447,1,257905,0,1,0,5,25790504,0,1,915,1
7,1,0,1,0,15668,444,445,0,257905,0,1,0,11,25790507,0,1,889,1
13,1,0,1,1,15669,468,418,0,257899,1,0,0,12,25789905,1,1,886,1
16,1,1,0,0,15670,459,443,0,257905,0,1,0,14,25790505,0,1,902,0
2,1,0,1,0,15672,576,463,0,253888,1,0,0,13,25388801,0,1,1039,1
20,0,0,0,1,15673,520,453,1,257899,1,0,0,12,25789904,1,1,973,1
28,1,0,0,1,15674,423,397,0,257905,0,1,0,11,25790507,0,1,820,1
7,1,0,1,1,15675,478,437,0,257899,1,0,0,12,25789905,1,1,915,1
6,0,0,1,0,15676,449,425,1,257905,0,1,0,8,25790506,0,1,874,1
13,0,0,1,1,15677,528,447,1,257899,1,0,0,12,25789904,1,1,975,1
22,1,0,0,1,15678,528,425,0,253888,1,0,0,13,25388801,0,1,953,1
